SYNC_ID,TIMESTAMP,MAC,CSI_LEN,CSI_VALUES
20,0.2006,ac:15:18:d5:52:64,128,44 -64 2 0 -23 7 -23 7 -21 9 -20 9 -20 8 -19 9 -19 9 -20 11 -18 9 -20 9 -19 9 -19 10 -20 10 -20 9 -21 9 -20 9 -20 9 -19 7 -18 7 -18 6 -17 6 -16 5 -17 4 -16 3 -17 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 2 -19 2 -20 1 -21 1 -19 1 -20 1 -21 1 -20 0 -22 1 -20 1 -23 0 -22 1 -22 -1 -22 1 -21 2 -23 2 -22 3 -19 3 -21 3 -20 4 -20 4 -21 5 -18 6 -22 5 -22 6 -23 5
22,0.2208,ac:15:18:d5:52:64,128,44 -64 2 0 0 -12 0 -12 -1 -12 -1 -12 0 -11 -1 -11 0 -11 -1 -11 -1 -11 -1 -11 -2 -11 -2 -11 -1 -12 -1 -11 0 -12 0 -11 0 -11 1 -10 0 -10 1 -10 0 -10 1 -8 1 -9 1 -9 2 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -9 1 -9 1 -10 2 -10 2 -9 2 -10 3 -10 2 -9 3 -10 2 -10 2 -11 2 -11 2 -11 2 -11 2 -10 3 -11 2 -11 1 -10 1 -10 1 -10 1 -10 1 -11 0 -10 1 -11 0 -12 1 -12
24,0.2403,ac:15:18:d5:52:64,128,44 -64 2 0 10 3 10 4 10 2 10 3 10 3 10 2 10 2 10 2 9 2 10 2 9 2 10 2 10 2 10 3 11 3 10 3 10 2 9 3 9 2 8 3 8 3 7 3 7 4 7 4 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 4 7 4 7 4 8 5 7 5 7 5 8 5 7 5 8 5 7 5 8 7 8 6 8 6 8 6 8 5 8 6 9 6 8 4 9 5 9 5 8 4 9 4 8 3 9 4 10 4 10 5
26,0.2609,ac:15:18:d5:52:64,128,44 -64 2 0 6 -24 5 -24 3 -22 3 -22 5 -22 3 -23 3 -21 2 -23 2 -21 2 -22 1 -21 1 -22 2 -22 3 -22 4 -23 3 -22 4 -21 5 -20 4 -19 5 -18 5 -19 4 -16 6 -17 5 -16 7 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 -18 7 -17 8 -18 9 -19 8 -17 9 -18 9 -18 9 -17 10 -19 8 -18 10 -20 9 -21 10 -20 9 -20 9 -19 10 -20 8 -20 6 -19 8 -20 8 -20 6 -19 7 -21 4 -19 6 -21 5 -23 6 -22
28,0.2814,ac:15:18:d5:52:64,128,44 -64 2 0 -10 -7 -10 -7 -10 -6 -10 -6 -10 -7 -10 -6 -9 -6 -10 -5 -10 -6 -10 -6 -10 -5 -10 -5 -10 -5 -10 -6 -10 -7 -10 -6 -9 -6 -9 -7 -8 -6 -8 -6 -8 -6 -7 -6 -7 -6 -7 -6 -6 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 -7 -6 -7 -7 -8 -7 -8 -7 -8 -7 -8 -7 -8 -6 -8 -6 -8 -7 -8 -7 -9 -8 -9 -7 -9 -7 -9 -7 -8 -8 -9 -8 -9 -8 -7 -8 -8 -7 -8 -8 -7 -9 -7 -9 -6 -9 -7 -10 -7 -9 -8
31,0.3010,ac:15:18:d5:52:64,128,44 -64 2 0 9 -8 8 -7 9 -8 8 -7 8 -7 8 -8 8 -7 7 -8 8 -7 8 -7 7 -7 8 -7 7 -7 8 -8 8 -7 9 -7 8 -7 8 -6 7 -6 8 -5 7 -6 7 -5 8 -4 7 -4 7 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -4 8 -4 8 -4 8 -4 8 -4 8 -4 9 -4 8 -3 9 -4 9 -4 10 -3 10 -4 10 -3 10 -4 9 -3 10 -5 9 -4 8 -6 8 -5 9 -5 8 -5 9 -6 8 -5 9 -5 9 -6 10 -6
32,0.3210,ac:15:18:d5:52:64,128,44 -64 2 0 -12 3 -11 3 -12 5 -10 4 -11 3 -11 4 -10 3 -10 5 -10 4 -11 4 -10 4 -10 4 -10 4 -11 5 -10 4 -11 4 -10 4 -10 3 -10 3 -9 2 -9 2 -9 2 -9 2 -8 1 -9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 0 -9 0 -10 0 -10 0 -10 0 -10 0 -11 0 -10 -1 -11 0 -11 -1 -12 -1 -11 0 -11 -2 -11 -1 -10 0 -12 0 -11 0 -10 1 -10 1 -11 1 -10 1 -11 2 -10 2 -11 2 -12 2 -11 1
34,0.3408,ac:15:18:d5:52:64,128,44 -64 2 0 -20 -12 -22 -13 -21 -9 -20 -10 -20 -10 -21 -10 -19 -9 -21 -8 -19 -8 -21 -9 -20 -8 -21 -8 -21 -8 -20 -9 -22 -11 -20 -9 -20 -10 -18 -10 -17 -10 -16 -11 -17 -10 -14 -9 -15 -11 -13 -11 -13 -11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -15 -11 -15 -13 -15 -12 -16 -14 -14 -12 -15 -14 -16 -14 -14 -14 -15 -15 -15 -12 -16 -16 -17 -15 -16 -16 -17 -15 -16 -15 -16 -15 -18 -15 -16 -12 -17 -13 -17 -13 -17 -12 -18 -11 -17 -9 -19 -13 -21 -13 -20 -13
36,0.3605,ac:15:18:d5:52:64,128,44 -64 2 0 -10 7 -10 7 -9 7 -8 7 -9 7 -8 7 -8 7 -8 7 -8 7 -8 8 -7 7 -8 8 -8 8 -8 7 -9 7 -8 7 -8 7 -9 6 -8 6 -8 5 -8 5 -8 5 -8 4 -7 4 -8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 4 -9 3 -9 3 -10 3 -9 3 -10 3 -10 3 -9 3 -10 3 -9 4 -11 4 -10 4 -11 4 -10 4 -10 4 -11 4 -11 4 -9 4 -9 4 -9 5 -9 5 -9 5 -8 5 -9 5 -9 6 -10 6
39,0.3825,ac:15:18:d5:52:64,128,44 -64 2 0 9 -7 9 -8 8 -8 8 -8 8 -7 8 -8 8 -8 8 -8 7 -7 8 -8 7 -8 7 -8 8 -8 8 -7 9 -8 8 -7 8 -7 8 -6 8 -6 7 -5 7 -5 7 -4 8 -4 7 -4 7 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 -6 7 -5 7 -5 8 -5 7 -5 8 -5 8 -5 8 -5 9 -5 8 -5 9 -5 9 -6 9 -5 9 -5 9 -5 9 -5 9 -6 7 -5 8 -6 8 -6 8 -6 8 -7 7 -6 8 -6 9 -7 9 -7
40,0.4011,ac:15:18:d5:52:64,128,44 -64 2 0 19 13 19 13 19 11 18 11 18 12 18 10 18 10 19 9 18 10 20 10 18 9 19 9 19 10 18 11 19 12 18 12 18 11 16 12 15 10 14 12 14 11 13 11 12 12 11 11 10 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 11 13 12 13 13 14 14 12 13 13 14 14 14 12 14 13 15 13 13 14 17 15 16 13 17 13 15 13 14 14 17 15 15 14 12 15 14 14 14 15 13 16 13 15 11 16 14 18 13 17 13
42,0.4208,ac:15:18:d5:52:64,128,44 -64 2 0 10 20 11 20 13 19 11 18 11 19 11 18 12 17 13 17 12 16 13 17 12 16 12 16 13 16 12 18 12 19 11 19 11 18 9 17 9 16 8 17 8 16 7 15 6 16 5 15 4 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 16 5 17 5 18 5 19 5 18 4 18 4 20 3 18 5 19 5 18 4 21 5 21 4 21 5 21 5 19 5 21 7 20 7 17 7 19 7 19 7 18 8 18 9 17 8 19 11 20 9 21
44,0.4408,ac:15:18:d5:52:64,128,44 -64 2 0 -3 -25 -4 -23 -5 -24 -4 -21 -4 -23 -6 -22 -5 -22 -7 -22 -6 -22 -6 -22 -6 -21 -6 -21 -5 -21 -7 -23 -5 -22 -5 -23 -4 -21 -3 -20 -3 -19 -2 -19 -2 -19 -1 -18 0 -19 0 -17 2 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -19 2 -18 2 -20 2 -20 2 -20 3 -19 2 -21 3 -19 2 -21 3 -21 4 -22 3 -22 4 -22 3 -22 3 -19 2 -24 1 -21 0 -21 0 -21 0 -21 0 -21 -2 -22 -2 -20 0 -22 -2 -24 -1 -22
46,0.4605,ac:15:18:d5:52:64,128,44 -64 2 0 -23 -9 -24 -9 -22 -6 -22 -6 -22 -7 -22 -6 -21 -6 -23 -5 -20 -5 -23 -5 -21 -5 -21 -4 -22 -5 -21 -6 -23 -7 -21 -7 -22 -7 -20 -7 -19 -7 -18 -8 -18 -8 -16 -7 -16 -9 -15 -9 -14 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -16 -8 -17 -9 -17 -10 -18 -11 -16 -10 -17 -12 -18 -12 -16 -11 -18 -11 -17 -10 -19 -13 -20 -12 -18 -13 -18 -12 -18 -12 -19 -13 -20 -12 -18 -9 -19 -10 -19 -10 -19 -9 -21 -9 -19 -7 -21 -9 -22 -9 -21 -9
48,0.4804,ac:15:18:d5:52:64,128,44 -64 2 0 -24 0 -24 0 -24 2 -22 2 -23 1 -23 2 -21 2 -23 3 -20 2 -22 3 -21 2 -22 3 -22 3 -22 2 -23 1 -22 1 -22 1 -21 0 -20 0 -19 -1 -19 -1 -18 -2 -18 -3 -17 -3 -17 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 -2 -19 -3 -19 -4 -21 -3 -19 -4 -19 -4 -20 -4 -19 -5 -21 -5 -20 -4 -23 -6 -22 -5 -21 -6 -22 -5 -20 -4 -23 -5 -22 -4 -20 -2 -21 -3 -21 -2 -21 -2 -22 -1 -21 0 -22 -2 -23 0 -23 -1
50,0.5024,ac:15:18:d5:52:64,128,44 -64 2 0 20 8 23 9 21 5 21 6 21 6 21 6 20 5 21 5 19 5 21 5 20 4 20 4 21 5 19 6 22 8 19 7 20 7 19 8 18 6 16 8 16 7 14 7 15 9 14 9 13 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 7 17 8 15 8 18 10 15 9 17 10 17 10 16 9 17 11 16 8 18 11 19 10 17 12 18 11 18 10 17 11 20 11 16 7 18 10 18 9 18 8 19 8 17 6 20 9 21 8 21 9
52,0.5208,ac:15:18:d5:52:64,128,44 -64 2 0 -21 14 -20 13 -19 14 -17 14 -18 14 -17 14 -16 13 -16 15 -16 15 -17 15 -15 14 -16 15 -16 14 -18 15 -17 14 -18 15 -16 13 -17 11 -16 11 -16 10 -15 10 -15 10 -16 9 -14 8 -15 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -17 7 -17 6 -19 7 -18 6 -19 6 -18 5 -20 6 -18 6 -20 6 -19 7 -22 7 -21 8 -21 7 -20 7 -19 7 -22 8 -20 8 -18 9 -18 8 -19 9 -18 9 -19 11 -17 11 -19 11 -19 13 -19 11
54,0.5409,ac:15:18:d5:52:64,128,44 -64 2 0 -12 -21 -14 -22 -13 -18 -13 -19 -13 -18 -14 -18 -13 -17 -15 -17 -13 -17 -13 -18 -13 -16 -14 -17 -15 -18 -13 -17 -14 -20 -13 -17 -13 -18 -12 -17 -11 -17 -10 -16 -10 -16 -8 -15 -8 -16 -7 -16 -6 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 -17 -6 -18 -6 -18 -7 -21 -5 -18 -6 -20 -6 -20 -5 -18 -6 -20 -6 -18 -5 -22 -6 -22 -5 -22 -6 -21 -6 -20 -7 -22 -8 -22 -7 -18 -8 -20 -8 -19 -9 -19 -10 -20 -10 -16 -9 -20 -11 -21 -10 -20
56,0.5607,ac:15:18:d5:52:64,128,44 -64 2 0 22 -6 21 -5 22 -8 20 -7 20 -6 21 -7 19 -7 20 -8 20 -8 21 -8 18 -8 19 -8 19 -7 21 -8 21 -8 22 -6 20 -6 20 -5 18 -5 17 -3 17 -4 17 -3 17 -2 16 -2 15 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 -2 17 -1 19 -1 19 -1 18 0 18 0 20 0 18 1 20 0 19 0 22 1 22 0 21 1 21 0 19 0 22 0 20 -1 20 -2 19 -2 20 -2 19 -2 21 -3 19 -4 21 -3 22 -5 21 -4
59,0.5810,ac:15:18:d5:52:64,128,44 -64 2 0 0 23 0 23 2 22 2 21 2 22 3 22 2 20 4 21 2 20 2 22 2 19 3 20 2 20 3 22 2 21 2 22 1 21 -1 20 0 19 0 18 0 18 -2 17 -3 17 -3 16 -4 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 18 -3 17 -4 19 -3 19 -3 19 -4 19 -4 20 -5 17 -5 20 -4 19 -6 21 -5 21 -7 20 -5 20 -4 19 -4 22 -3 20 -2 19 -2 20 -3 20 -2 19 -1 21 -1 19 -3 21 -1 22 -1 21
60,0.6006,ac:15:18:d5:52:64,128,44 -64 2 0 22 -5 22 -5 22 -7 20 -6 21 -6 20 -7 19 -7 20 -9 20 -6 21 -6 19 -6 19 -7 19 -7 21 -8 21 -7 22 -6 20 -6 18 -5 18 -6 18 -3 17 -5 17 -2 17 -1 16 -1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 18 0 19 1 19 0 18 0 18 2 20 1 18 1 20 0 19 2 22 4 22 3 21 4 21 3 19 1 22 1 21 -1 20 -2 20 -1 21 -1 19 -2 21 -4 19 -3 21 -2 22 -2 22 -2
62,0.6227,ac:15:18:d5:52:64,128,44 -64 2 0 -10 5 -11 6 -9 6 -9 6 -9 5 -9 6 -9 6 -9 6 -8 6 -9 7 -8 6 -9 7 -9 7 -9 6 -10 6 -9 6 -10 6 -9 5 -9 4 -9 4 -9 4 -8 3 -8 3 -8 3 -8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 3 -9 3 -9 3 -10 3 -9 2 -10 3 -10 3 -10 2 -10 3 -9 3 -11 3 -11 3 -11 3 -11 3 -10 3 -11 3 -11 3 -9 4 -10 3 -10 4 -9 4 -10 5 -8 5 -10 5 -10 6 -10 5
64,0.6410,ac:15:18:d5:52:64,128,44 -64 2 0 -9 8 -8 8 -8 9 -7 8 -8 8 -7 8 -7 8 -7 9 -7 8 -7 8 -7 8 -7 8 -7 8 -7 8 -8 8 -7 8 -7 7 -8 7 -7 6 -7 6 -7 6 -7 5 -7 5 -7 5 -7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 5 -7 5 -8 5 -8 6 -8 5 -8 5 -9 5 -8 5 -9 5 -8 5 -10 5 -9 6 -9 5 -9 6 -8 5 -10 6 -9 6 -8 6 -8 6 -8 6 -8 6 -8 7 -7 7 -8 7 -8 8 -8 7
66,0.6610,ac:15:18:d5:52:64,128,44 -64 2 0 -12 -3 -12 -2 -11 -1 -11 -2 -11 -2 -11 -1 -11 -1 -11 -1 -11 -1 -12 -1 -11 -1 -11 0 -12 -1 -11 -1 -12 -2 -11 -2 -11 -1 -11 -3 -10 -2 -9 -3 -10 -3 -9 -2 -9 -3 -8 -3 -8 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -3 -9 -4 -9 -4 -10 -4 -9 -4 -9 -5 -9 -5 -9 -4 -10 -5 -9 -4 -10 -6 -10 -4 -10 -5 -10 -5 -10 -4 -10 -5 -11 -5 -9 -3 -10 -4 -10 -4 -10 -3 -10 -3 -10 -2 -11 -3 -11 -3 -11 -3
69,0.6810,ac:15:18:d5:52:64,128,44 -64 2 0 -23 -1 -25 0 -22 2 -23 1 -22 1 -22 1 -21 1 -22 3 -20 1 -22 1 -21 2 -21 2 -23 3 -21 2 -24 1 -21 0 -22 0 -20 -1 -20 0 -19 -2 -18 -1 -17 -1 -18 -3 -16 -3 -16 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 -3 -19 -4 -18 -4 -21 -5 -18 -5 -20 -5 -20 -6 -18 -5 -20 -6 -18 -5 -21 -7 -22 -6 -21 -7 -21 -6 -20 -6 -21 -6 -22 -5 -19 -3 -21 -4 -20 -4 -20 -3 -22 -2 -19 -1 -22 -3 -23 -1 -23 -2
70,0.7006,ac:15:18:d5:52:64,128,44 -64 2 0 -7 10 -6 11 -5 11 -5 10 -6 10 -5 10 -5 10 -5 11 -4 10 -5 11 -4 10 -4 11 -4 11 -5 11 -6 11 -5 10 -5 10 -6 9 -5 9 -6 8 -5 8 -5 7 -6 8 -5 7 -6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 7 -7 7 -7 7 -8 8 -8 7 -8 7 -8 7 -8 7 -8 7 -7 7 -9 8 -8 9 -9 8 -8 8 -8 8 -9 8 -8 9 -6 8 -7 8 -7 8 -7 8 -7 9 -5 9 -7 9 -6 11 -7 10
73,0.7227,ac:15:18:d5:52:64,128,44 -64 2 0 3 -12 3 -13 2 -13 2 -12 3 -12 2 -12 2 -11 1 -12 1 -11 2 -12 1 -12 1 -12 2 -12 2 -12 3 -13 2 -12 3 -12 3 -11 3 -10 3 -10 3 -10 3 -9 3 -9 3 -8 4 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 -9 4 -9 4 -9 5 -10 4 -9 5 -9 5 -10 5 -9 5 -10 4 -9 6 -11 5 -11 5 -10 5 -10 5 -10 6 -11 5 -11 4 -10 4 -11 4 -10 4 -10 4 -11 3 -10 4 -11 3 -12 4 -12
74,0.7412,ac:15:18:d5:52:64,128,44 -64 2 0 -11 5 -11 5 -10 6 -10 5 -10 5 -10 5 -9 5 -10 6 -9 5 -10 5 -9 5 -9 5 -9 6 -9 5 -10 5 -9 5 -9 5 -10 4 -9 4 -9 3 -9 3 -8 3 -9 3 -8 2 -8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 2 -9 2 -9 2 -10 2 -9 2 -10 2 -10 2 -9 1 -10 2 -9 2 -11 2 -11 2 -11 2 -11 2 -10 2 -11 2 -11 3 -9 3 -10 3 -10 3 -9 3 -10 4 -9 4 -10 4 -10 5 -10 4
76,0.7606,ac:15:18:d5:52:64,128,44 -64 2 0 14 15 15 16 17 14 16 14 15 15 16 13 15 13 17 13 15 12 16 14 15 12 16 12 16 12 16 13 16 15 15 14 15 13 13 14 12 13 11 13 12 13 10 12 10 14 9 13 7 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 14 10 14 10 15 10 16 9 15 9 16 10 17 9 16 10 17 9 16 9 19 10 19 9 19 10 18 9 17 10 18 11 18 11 15 11 16 11 16 12 15 13 16 12 13 12 16 15 16 13 16
78,0.7806,ac:15:18:d5:52:64,128,44 -64 2 0 -12 3 -11 3 -11 4 -10 4 -11 3 -10 4 -10 4 -10 5 -10 4 -11 4 -10 4 -10 4 -10 4 -11 4 -10 4 -11 4 -10 3 -10 3 -9 3 -9 2 -9 2 -9 2 -9 1 -8 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 1 -9 0 -10 0 -10 0 -10 1 -9 0 -11 0 -9 0 -10 0 -10 0 -11 -1 -11 0 -11 -1 -11 0 -10 0 -12 0 -10 1 -10 2 -10 1 -11 2 -10 1 -10 3 -10 2 -11 2 -11 3 -11 2
80,0.8002,ac:15:18:d5:52:64,128,44 -64 2 0 11 -4 10 -3 10 -5 10 -4 10 -3 10 -4 10 -4 9 -5 9 -4 10 -4 9 -4 9 -4 9 -4 10 -4 10 -4 10 -4 10 -4 9 -3 9 -3 8 -2 9 -3 8 -2 8 -1 8 -1 8 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -1 8 -1 9 -1 9 -1 9 -1 9 -1 10 0 9 0 10 0 9 0 10 0 10 0 10 1 10 0 9 -1 10 -1 10 -1 9 -2 9 -1 10 -1 9 -2 10 -2 9 -3 10 -2 11 -3 11 -2
83,0.8230,ac:15:18:d5:52:64,128,44 -64 2 0 20 11 19 10 21 9 18 8 19 9 20 7 19 8 20 6 19 8 20 8 19 7 18 7 18 7 21 8 19 9 20 10 18 9 17 9 17 8 15 9 15 9 14 10 13 11 12 10 11 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 10 13 10 15 11 14 11 14 11 14 12 15 13 13 12 15 12 14 12 15 16 16 14 14 14 15 14 13 12 17 14 16 12 16 11 15 11 17 11 16 11 17 10 17 9 18 12 19 11 18 11
