SYNC_ID,TIMESTAMP,MAC,CSI_LEN,CSI_VALUES
21,0.2153,ac:15:18:d5:52:64,128,44 -64 2 0 -15 -18 -15 -19 -16 -16 -15 -16 -15 -18 -15 -17 -15 -16 -16 -16 -15 -15 -16 -16 -15 -15 -16 -15 -16 -16 -15 -17 -15 -18 -15 -17 -14 -16 -13 -16 -12 -15 -11 -16 -11 -16 -10 -14 -9 -16 -8 -14 -8 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -16 -9 -17 -9 -17 -9 -19 -8 -17 -8 -18 -9 -19 -7 -17 -8 -18 -8 -18 -9 -20 -10 -20 -8 -20 -10 -20 -9 -18 -9 -21 -11 -20 -10 -17 -10 -18 -11 -18 -11 -17 -12 -18 -12 -15 -12 -18 -14 -19 -14 -19
23,0.2355,ac:15:18:d5:52:64,128,44 -64 2 0 -12 0 -13 1 -11 2 -11 1 -11 0 -11 1 -11 1 -11 2 -11 1 -11 2 -10 2 -11 2 -11 2 -11 1 -12 1 -11 1 -11 1 -11 0 -10 0 -10 0 -10 -1 -9 -1 -9 -1 -9 -1 -9 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -1 -9 -2 -9 -2 -10 -2 -9 -2 -10 -3 -10 -2 -9 -2 -10 -3 -10 -2 -11 -3 -11 -2 -11 -3 -11 -2 -10 -2 -11 -3 -12 -2 -9 -1 -11 -2 -11 -1 -10 -1 -11 0 -10 0 -11 -1 -12 0 -12 0
25,0.2553,ac:15:18:d5:52:64,128,44 -64 2 0 20 11 20 11 20 8 20 8 20 9 19 8 19 7 20 7 19 7 20 8 19 6 19 7 20 7 19 8 20 10 19 9 19 9 17 9 17 8 16 9 15 9 14 8 14 10 12 9 12 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 11 13 11 14 12 14 12 13 12 13 13 14 13 13 12 14 13 14 12 15 15 16 14 15 14 15 13 14 12 16 15 16 13 15 10 16 12 16 12 16 11 17 10 17 9 18 11 19 11 19 11
26,0.2733,ac:15:18:d5:52:64,128,44 -64 2 0 8 -10 8 -11 6 -10 6 -10 7 -10 6 -10 6 -10 6 -11 6 -10 6 -11 5 -10 6 -11 6 -11 6 -10 7 -11 7 -10 7 -10 7 -9 6 -9 6 -8 6 -8 6 -7 7 -7 6 -7 7 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 -6 7 -6 7 -6 8 -7 8 -6 8 -6 8 -7 8 -6 9 -6 7 -7 9 -7 9 -8 9 -7 9 -7 8 -7 9 -8 9 -8 7 -7 8 -8 8 -8 7 -8 7 -9 6 -8 8 -9 8 -10 8 -10
28,0.2934,ac:15:18:d5:52:64,128,44 -64 2 0 -3 -13 -3 -13 -4 -13 -4 -13 -3 -13 -4 -12 -3 -12 -5 -12 -4 -12 -4 -13 -4 -11 -4 -12 -4 -12 -5 -12 -4 -13 -4 -13 -3 -12 -3 -12 -3 -11 -1 -11 -3 -11 -1 -10 -1 -10 -1 -10 0 -10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 0 -10 0 -11 0 -11 0 -10 0 -10 0 -11 1 -11 0 -11 1 -11 1 -12 1 -12 1 -12 1 -12 0 -11 0 -13 0 -12 -1 -11 -1 -12 -1 -12 -1 -11 -2 -12 -2 -11 -1 -13 -2 -13 -1 -13
30,0.3134,ac:15:18:d5:52:64,128,44 -64 2 0 -24 -6 -24 -5 -23 -3 -23 -4 -23 -4 -22 -3 -22 -3 -23 -3 -21 -3 -23 -3 -22 -2 -22 -2 -23 -2 -22 -4 -24 -4 -22 -4 -22 -4 -21 -5 -19 -5 -18 -5 -18 -5 -17 -6 -17 -7 -16 -6 -15 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -17 -7 -16 -7 -18 -8 -19 -9 -17 -8 -18 -9 -18 -9 -17 -9 -18 -10 -18 -9 -20 -11 -20 -10 -20 -10 -19 -10 -18 -9 -21 -11 -21 -9 -19 -6 -19 -7 -20 -8 -19 -7 -21 -7 -19 -5 -22 -6 -23 -5 -22 -6
32,0.3332,ac:15:18:d5:52:64,128,44 -64 2 0 9 -22 9 -23 7 -22 7 -21 7 -22 6 -22 6 -20 5 -22 6 -21 6 -22 4 -21 4 -21 5 -21 6 -22 7 -22 7 -21 7 -20 8 -20 7 -18 7 -17 7 -18 7 -16 8 -16 8 -15 8 -14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 -15 10 -15 10 -16 11 -17 11 -16 11 -16 11 -17 11 -15 12 -17 10 -16 13 -18 12 -19 13 -18 12 -18 11 -17 13 -19 11 -18 9 -17 10 -18 10 -18 8 -18 9 -21 7 -18 10 -20 8 -21 9 -20
35,0.3534,ac:15:18:d5:52:64,128,44 -64 2 0 -15 -18 -17 -20 -16 -16 -16 -17 -15 -17 -16 -17 -15 -15 -17 -16 -15 -15 -16 -16 -16 -15 -17 -15 -17 -16 -16 -15 -17 -18 -16 -16 -15 -17 -13 -17 -13 -15 -12 -16 -12 -15 -10 -14 -10 -16 -9 -15 -8 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -15 -10 -17 -9 -17 -11 -19 -9 -16 -9 -18 -9 -18 -8 -17 -9 -19 -9 -16 -9 -20 -10 -20 -9 -20 -10 -19 -10 -19 -10 -20 -12 -19 -11 -16 -12 -19 -11 -18 -12 -17 -13 -18 -12 -14 -13 -18 -15 -19 -14 -18
37,0.3733,ac:15:18:d5:52:64,128,44 -64 2 0 -12 -1 -13 -1 -12 -1 -11 -1 -11 -1 -11 -1 -11 -1 -12 0 -11 0 -12 0 -11 0 -11 0 -11 0 -12 -1 -12 -1 -12 -1 -11 -1 -11 -2 -10 -1 -10 -2 -10 -2 -9 -2 -9 -2 -8 -2 -8 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -3 -9 -3 -9 -3 -10 -4 -9 -3 -9 -4 -10 -3 -9 -4 -10 -4 -10 -4 -11 -4 -11 -4 -10 -4 -10 -4 -10 -3 -11 -4 -11 -4 -10 -2 -10 -3 -10 -3 -10 -2 -11 -2 -10 -1 -11 -2 -12 -2 -11 -2
39,0.3930,ac:15:18:d5:52:64,128,44 -64 2 0 1 -12 1 -12 0 -12 0 -11 1 -12 0 -11 1 -11 0 -12 0 -11 -1 -12 -1 -11 -1 -11 -1 -11 0 -12 0 -12 0 -11 0 -11 1 -10 1 -10 2 -10 2 -10 1 -9 2 -9 2 -8 2 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 -9 3 -9 3 -9 3 -10 3 -9 3 -9 4 -9 3 -9 4 -9 3 -9 4 -10 3 -10 4 -10 3 -10 3 -10 3 -11 3 -11 2 -10 2 -10 3 -10 2 -10 2 -11 1 -10 2 -11 1 -12 2 -12
40,0.4133,ac:15:18:d5:52:64,128,44 -64 2 0 -12 -6 -12 -6 -12 -5 -12 -5 -12 -6 -11 -5 -11 -5 -12 -4 -11 -5 -12 -5 -11 -4 -12 -4 -12 -4 -12 -5 -12 -6 -12 -5 -11 -5 -11 -6 -10 -5 -10 -6 -10 -5 -9 -5 -9 -6 -8 -6 -8 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -6 -8 -7 -9 -7 -9 -8 -8 -7 -8 -7 -9 -8 -8 -7 -9 -8 -9 -7 -10 -9 -10 -8 -9 -9 -9 -8 -9 -8 -10 -9 -10 -8 -9 -6 -9 -7 -10 -7 -10 -6 -11 -7 -10 -5 -11 -6 -12 -6 -12 -7
42,0.4331,ac:15:18:d5:52:64,128,44 -64 2 0 21 8 23 8 21 5 21 6 21 6 21 5 20 5 21 4 19 4 21 4 20 3 21 3 22 4 20 5 22 7 20 5 20 5 19 6 18 5 16 7 17 6 15 6 16 7 14 7 14 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 8 15 9 15 9 17 10 14 9 16 11 16 10 15 10 16 11 15 9 18 12 18 11 17 12 18 11 17 10 17 12 19 11 16 7 18 10 18 9 17 8 20 8 17 5 20 8 21 8 21 9
44,0.4534,ac:15:18:d5:52:64,128,44 -64 2 0 -23 5 -24 5 -22 7 -21 6 -22 6 -22 7 -21 6 -21 8 -20 7 -21 7 -20 7 -21 8 -21 7 -21 7 -22 6 -22 6 -21 5 -20 4 -19 4 -19 3 -18 3 -17 3 -18 1 -17 1 -17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 1 -19 0 -20 0 -21 0 -19 -1 -20 -1 -21 -1 -19 -1 -21 -1 -20 0 -22 -2 -22 0 -22 -2 -22 0 -21 0 -23 0 -22 1 -20 2 -21 1 -21 2 -20 2 -21 4 -19 4 -22 3 -23 5 -23 4
46,0.4729,ac:15:18:d5:52:64,128,44 -64 2 0 -24 -1 -24 -1 -25 0 -22 0 -23 -1 -23 2 -22 0 -22 2 -22 0 -23 0 -21 0 -22 0 -21 0 -24 1 -23 0 -23 -2 -22 -1 -20 -1 -20 0 -19 -3 -19 -1 -17 -3 -18 -5 -17 -5 -16 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 -5 -17 -6 -19 -6 -19 -6 -18 -6 -18 -7 -20 -6 -18 -7 -20 -6 -19 -7 -22 -10 -21 -8 -20 -9 -20 -8 -18 -7 -23 -7 -21 -6 -20 -4 -20 -5 -21 -4 -20 -4 -22 -2 -20 -2 -22 -5 -23 -3 -22 -4
48,0.4931,ac:15:18:d5:52:64,128,44 -64 2 0 -20 -12 -22 -14 -20 -9 -21 -11 -19 -11 -20 -10 -19 -10 -21 -9 -18 -9 -21 -10 -20 -9 -21 -9 -21 -10 -19 -10 -21 -12 -19 -10 -19 -11 -17 -12 -16 -11 -16 -12 -16 -12 -13 -10 -14 -12 -13 -11 -12 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14 -11 -15 -12 -15 -12 -17 -14 -14 -11 -15 -14 -15 -14 -14 -13 -15 -14 -14 -12 -16 -15 -17 -14 -16 -15 -17 -15 -16 -14 -16 -15 -18 -14 -15 -11 -18 -14 -17 -13 -17 -12 -19 -12 -16 -9 -18 -13 -21 -12 -20 -13
50,0.5129,ac:15:18:d5:52:64,128,44 -64 2 0 -5 -12 -5 -11 -6 -11 -5 -10 -6 -10 -6 -10 -6 -10 -6 -10 -6 -10 -6 -10 -6 -9 -7 -10 -6 -9 -6 -10 -6 -11 -6 -10 -5 -9 -4 -10 -4 -9 -4 -9 -4 -9 -3 -9 -3 -9 -3 -8 -2 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 -9 -2 -9 -2 -10 -3 -10 -2 -10 -2 -10 -2 -10 -2 -9 -2 -10 -2 -10 -2 -11 -2 -11 -2 -11 -2 -11 -2 -10 -2 -12 -3 -11 -3 -10 -3 -10 -3 -10 -4 -10 -4 -11 -5 -10 -4 -10 -5 -11 -4 -11
52,0.5333,ac:15:18:d5:52:64,128,44 -64 2 0 3 11 3 11 4 10 4 9 4 10 4 10 4 9 5 10 4 9 4 9 4 9 5 9 4 9 4 9 4 10 4 10 3 9 3 9 3 8 2 8 2 8 2 8 1 8 1 8 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 1 8 1 9 1 9 1 8 1 9 1 10 1 8 1 10 1 9 1 10 1 10 0 10 1 10 1 9 1 11 1 10 2 9 2 10 2 10 2 9 3 10 3 8 2 10 3 10 3 10
54,0.5535,ac:15:18:d5:52:64,128,44 -64 2 0 -25 -3 -25 -2 -24 0 -22 -1 -23 -2 -22 -1 -22 -1 -23 1 -21 0 -23 1 -21 1 -22 2 -23 1 -23 0 -24 -1 -22 -1 -22 -1 -21 -3 -20 -2 -19 -3 -18 -3 -17 -3 -17 -3 -16 -3 -16 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -17 -5 -18 -7 -18 -7 -19 -7 -17 -7 -18 -7 -19 -8 -18 -8 -19 -8 -18 -7 -21 -9 -21 -7 -21 -8 -21 -8 -20 -7 -21 -8 -22 -7 -19 -5 -21 -5 -20 -6 -20 -4 -22 -4 -20 -2 -23 -4 -23 -2 -23 -3
56,0.5732,ac:15:18:d5:52:64,128,44 -64 2 0 7 8 7 9 8 8 7 7 7 8 7 8 6 8 7 7 7 7 8 7 7 7 7 7 7 7 7 8 7 9 7 8 6 8 5 8 5 7 4 8 4 7 4 7 4 8 4 7 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 7 4 7 4 7 5 8 4 7 4 8 4 8 4 8 4 9 5 8 5 9 5 9 4 9 5 8 4 8 5 9 5 9 5 7 5 8 5 8 5 8 6 8 6 7 6 8 7 8 6 9
58,0.5931,ac:15:18:d5:52:64,128,44 -64 2 0 11 0 12 0 11 -1 10 -1 11 0 11 -1 10 -1 11 -2 10 -2 11 -1 10 -2 10 -1 11 -1 11 -1 11 -1 11 0 10 -1 10 0 9 0 9 0 9 0 8 1 8 1 8 1 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1 8 1 9 1 9 2 8 2 8 2 9 2 9 2 9 2 9 1 10 2 10 2 10 2 10 2 9 2 10 2 10 2 9 1 9 1 10 1 9 1 10 0 9 0 10 1 11 0 11 0
60,0.6138,ac:15:18:d5:52:64,128,44 -64 2 0 23 2 22 2 24 -1 21 0 21 0 22 0 20 0 22 -2 21 0 22 0 20 0 21 0 20 -1 22 -1 22 0 23 1 20 1 20 1 19 0 18 2 18 1 17 3 16 4 15 5 15 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 5 16 5 18 6 18 6 18 6 16 6 19 7 17 7 19 7 17 7 19 10 19 9 18 9 19 9 17 6 21 8 19 6 19 4 18 5 19 4 19 3 21 2 19 2 21 5 22 4 21 4
62,0.6348,ac:15:18:d5:52:64,128,44 -64 2 0 -15 20 -15 22 -12 21 -12 20 -13 20 -12 21 -11 20 -11 21 -10 19 -11 21 -10 20 -10 21 -11 22 -11 20 -13 22 -11 20 -12 20 -13 18 -12 17 -12 16 -11 16 -11 14 -12 14 -12 13 -13 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14 13 -15 13 -15 13 -17 14 -15 12 -16 13 -17 13 -16 12 -18 14 -15 13 -19 14 -18 15 -18 14 -18 14 -17 14 -18 15 -17 16 -13 15 -15 16 -15 16 -14 16 -14 18 -12 16 -15 18 -15 20 -15 19
64,0.6530,ac:15:18:d5:52:64,128,44 -64 2 0 -11 5 -11 5 -10 6 -10 6 -10 5 -10 6 -9 5 -10 6 -9 6 -10 6 -9 6 -10 6 -9 6 -10 6 -10 5 -10 6 -10 5 -10 4 -9 4 -9 3 -9 3 -8 3 -9 3 -8 2 -8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 2 -9 2 -10 2 -10 2 -9 2 -10 1 -10 2 -9 1 -10 2 -9 2 -11 2 -11 3 -11 2 -11 2 -10 3 -11 2 -11 3 -9 3 -10 3 -10 3 -9 3 -10 4 -9 4 -10 4 -10 5 -10 4
66,0.6749,ac:15:18:d5:52:64,128,44 -64 2 0 19 12 20 12 20 10 19 10 19 11 19 10 18 9 20 9 18 9 20 9 18 8 19 8 20 9 19 10 20 11 18 10 18 10 16 11 16 10 14 11 14 10 13 10 13 11 12 10 11 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 11 13 12 13 13 14 13 13 12 13 13 13 14 12 13 14 15 13 13 14 16 15 15 14 15 15 15 14 13 15 15 15 14 14 12 15 13 15 14 15 13 18 12 16 10 17 12 20 12 18 12
68,0.6932,ac:15:18:d5:52:64,128,44 -64 2 0 -14 19 -13 20 -11 20 -10 19 -11 19 -10 19 -10 18 -9 20 -9 19 -10 20 -9 19 -9 19 -9 18 -9 20 -10 20 -10 20 -10 18 -11 17 -10 16 -10 16 -10 15 -10 13 -12 13 -11 12 -12 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 12 -13 12 -15 13 -15 14 -14 13 -15 12 -16 14 -14 12 -16 14 -15 13 -17 13 -17 14 -17 13 -17 14 -15 13 -17 15 -15 16 -13 15 -14 14 -14 16 -12 15 -13 17 -12 16 -14 17 -14 19 -14 17
71,0.7164,ac:15:18:d5:52:64,128,44 -64 2 0 11 -1 11 -1 12 -2 10 -2 11 -1 11 -2 10 -2 10 -2 10 -2 11 -2 10 -2 10 -2 10 -2 11 -1 11 -1 11 -1 10 -1 10 0 9 -1 9 0 9 0 8 0 8 1 8 1 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 8 0 9 1 9 1 8 1 8 1 10 1 8 1 10 2 9 1 10 2 10 1 10 2 10 1 9 1 10 1 10 1 9 0 9 0 10 0 9 0 10 -1 10 -1 11 0 11 -1 11 0
72,0.7335,ac:15:18:d5:52:64,128,44 -64 2 0 -21 12 -20 11 -20 15 -18 12 -18 12 -18 13 -17 12 -17 15 -18 12 -19 13 -17 12 -18 13 -17 12 -18 15 -18 13 -19 13 -18 12 -17 10 -17 11 -16 9 -15 10 -17 8 -17 6 -16 5 -16 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 5 -17 5 -19 6 -19 5 -19 5 -18 4 -20 5 -18 4 -20 6 -20 4 -22 3 -22 4 -22 3 -22 4 -19 5 -22 6 -20 7 -19 8 -19 7 -19 8 -19 8 -19 10 -18 9 -21 8 -21 9 -20 9
75,0.7539,ac:15:18:d5:52:64,128,44 -64 2 0 10 21 10 21 12 19 10 18 11 20 11 19 11 17 12 17 12 17 12 18 11 16 12 17 12 16 11 18 10 19 11 19 10 17 8 18 9 16 7 17 8 16 7 15 6 16 5 15 4 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 17 3 17 4 18 3 19 3 18 3 18 3 20 3 18 4 20 4 18 3 22 4 21 3 21 4 20 4 19 4 22 5 20 6 19 5 20 6 20 6 18 8 20 8 17 7 20 9 20 9 20
77,0.7749,ac:15:18:d5:52:64,128,44 -64 2 0 -16 19 -15 19 -13 20 -12 18 -13 18 -11 19 -12 17 -11 20 -11 18 -13 19 -11 17 -11 17 -11 17 -12 19 -12 19 -13 19 -12 17 -12 16 -11 16 -12 14 -11 15 -12 13 -13 12 -12 11 -12 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14 11 -14 11 -16 12 -16 11 -16 11 -16 10 -17 12 -15 10 -16 12 -17 11 -20 12 -19 12 -19 11 -18 12 -16 11 -19 14 -16 13 -15 14 -15 14 -15 14 -14 15 -14 16 -14 15 -17 15 -16 17 -15 15
78,0.7936,ac:15:18:d5:52:64,128,44 -64 2 0 10 20 12 22 12 18 12 18 12 18 12 18 12 17 14 17 12 15 13 17 12 16 13 16 13 17 12 17 13 19 12 17 12 17 9 17 9 15 8 16 9 16 7 14 7 16 6 15 5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 16 5 17 5 17 5 19 4 17 4 19 4 19 3 18 5 19 4 17 4 21 5 21 4 21 5 21 5 20 5 20 7 21 7 17 7 20 7 19 8 18 9 19 8 16 9 19 11 20 9 20
80,0.8133,ac:15:18:d5:52:64,128,44 -64 2 0 18 14 20 14 19 10 18 11 18 12 18 11 18 10 19 10 17 10 19 11 18 9 18 9 19 10 17 11 20 13 18 11 18 11 16 12 15 11 14 11 14 11 12 10 12 12 11 11 11 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 11 12 13 13 13 14 14 12 12 12 15 13 15 12 14 13 16 12 13 14 17 15 16 13 16 13 16 14 15 13 16 15 16 13 12 15 14 14 14 15 13 16 13 15 10 16 14 18 14 18 14
82,0.8339,ac:15:18:d5:52:64,128,44 -64 2 0 -6 25 -5 25 -3 24 -3 23 -3 24 -2 24 -2 22 -1 24 -2 22 -2 24 -1 22 -1 23 -1 23 -2 24 -3 25 -3 24 -3 22 -4 21 -3 20 -4 20 -4 19 -4 17 -6 18 -5 17 -7 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 17 -9 17 -9 18 -10 19 -9 17 -10 18 -10 19 -10 18 -10 19 -9 18 -11 21 -10 21 -11 20 -10 20 -9 19 -11 21 -9 21 -7 19 -8 20 -8 21 -7 20 -6 22 -5 20 -7 22 -5 24 -6 23
